486,新, 12.421902896530721
1902,推进, 11.54753389176127
1623,加强, 11.217793494367637
946,企业, 10.815814462001105
1690,经济, 8.748506118180261
1299,创新, 7.92787569878171
232,政府, 7.7883166983153
1126,全面, 7.394781403357174
31,加快, 7.068236183267351
189,促进, 6.766029460798184
1084,完善, 6.521148426717989
550,坚持, 6.338580924049217
1781,推动, 6.135754404966343
499,政策, 5.812685420080332
851,支持, 5.682961292079753
1359,基本, 5.329188547858853
1777,问题, 5.066116829830171
1770,实施, 4.950932840624339
1287,增长, 4.8341871255812405
796,保持, 4.779965658717827
962,提高, 4.705974425250233
1031,加大, 4.680523484606061
1079,好, 4.669598581887957
1268,机制, 4.520778926619628
1102,社会, 4.437566878876814
1188,人民, 4.428043475209225
1106,群众, 4.348222056943205
973,健全, 4.3125212052783315
395,保障, 4.279969853642692
162,提升, 4.194988601008368
904,国家, 4.175696381025698
975,防治, 4.051951022590632
169,增强, 4.039333691772013
1624,治理, 3.993950188524953
7,取得, 3.9667559346574994
753,继续, 3.8913203934961
589,做好, 3.8717799069907164
797,国际, 3.865688285318699
1402,市场, 3.798708621038969
85,重大, 3.69921544515765
26,降低, 3.561407097153605
156,稳定, 3.5157542440393597
192,扩大, 3.4640021764603075
350,力度, 3.289265421395905
930,解决, 3.251873223660564
1179,制度, 3.2146988043619062
1115,人, 3.199251365658869
96,就业, 3.1961720390997708
47,落实, 3.181914162434955
1595,实现, 3.1663550327475827
600,一定, 3.137707197270792
820,地方, 3.1369235029253826
1692,风险, 3.1267672968243825
1691,依法, 3.1249664230890692
817,全国, 3.1235437592644018
582,开展, 3.015166691885565
1762,环境, 2.9349721412172496
735,审批, 2.9080712982044146
1755,精神, 2.8737637261022795
1354,结构, 2.870445880754781
595,大幅, 2.8299539015481026
1049,重点, 2.8160489663120485
1230,增加, 2.7997872967055115
563,农村, 2.7309579358088416
1547,方式, 2.6997200671625734
402,不断, 2.6841251912126474
1766,使, 2.6829969947227217
1073,科技, 2.6829326062853105
641,减税, 2.6614592322141513
1207,应对, 2.646961512786849
927,互联网, 2.6273658098799184
1040,贫困地区, 2.615709307569921
1557,增速, 2.597343859202222
1875,稳, 2.590576866889184
1512,领域, 2.563894524380243
1159,大力, 2.5277737116265455
789,强化, 2.4935586061736728
1758,成果, 2.48187643242204
1525,战略, 2.4811475205532507
1069,资金, 2.4776691459872198
1068,农业, 2.410506453571673
1362,核心, 2.4071703511440843
577,基础, 2.3936066058997025
445,生态, 2.3791617118492225
1871,市场化, 2.346228667501665
333,举措, 2.3066279015258817
1485,金融, 2.277711583182891
562,发挥, 2.2457437685462125
244,不能, 2.2375442157701446
1659,收费, 2.23427663450328
1014,执法, 2.2103075298006702
1524,坚定, 2.2027695577891175
464,下降, 2.201444288987352
906,体系, 2.196068045053878
322,深入, 2.191898993887846
1416,应, 2.185802009180401
208,人才, 2.169961016103215
1012,作用, 2.159807488998703
1424,中央, 2.148770869341381
1627,再, 2.1483282306939535
150,更加, 2.1450971608813223
235,世界, 2.142492511139241
449,维护, 2.1411503191733123
1094,更好, 2.102306351717265
210,市场主体, 2.0998603922409504
1545,比例, 2.0941479846127637
1161,脱贫, 2.093903581836307
883,行业, 2.086404093049746
995,实际, 2.0722968670273976
376,事项, 2.071625043408853
408,特色, 2.068791141008633
1217,代表, 2.0411491366515797
383,制造业, 2.022407484878131
1153,保护, 2.0099363677046806
1077,经济运行, 1.9891491614034167
1495,社会主义, 1.9803352530390574
1491,任务, 1.9774457178406237
224,确保, 1.9772280196175016
153,乡村, 1.9614830899711468
513,专项, 1.960640906868937
1057,技术, 1.95869433477605
1311,打造, 1.956398864356109
442,水平, 1.954651148494174
117,基层, 1.9371706222287206
1453,整治, 1.9348328409115738
467,事业, 1.9164075183145712
1360,试点, 1.90531477421687
561,医疗, 1.874806879663351
20,贯彻, 1.8728794022312072
297,标准, 1.868742361147579
164,规范, 1.856263443837363
310,重要, 1.831512735783555
1388,人口, 1.8312164709782235
1716,化解, 1.82899973098697
1194,改造, 1.8244085575111395
835,关系, 1.7983548672069514
79,扎实, 1.7923768999338119
207,出台, 1.7754245051659878
1591,活力, 1.7716317101582675
1030,办好, 1.7713610951322436
1379,目标, 1.7642187413745924
352,行政, 1.7535691997047302
1232,设, 1.7400301379148964
1140,进一步, 1.7384440765013829
1814,主体, 1.7347848161108348
1500,推广, 1.7089710857092055
394,科学, 1.700393135431681
101,宏观政策, 1.6869497128939233
713,负担, 1.6804487307361362
1071,深刻, 1.6757379647860184
898,特别, 1.675314495014545
667,绿色, 1.656851913741253
136,时代, 1.6532562052800066
1255,财政, 1.6436031016871806
460,建成, 1.643344172236512
532,结构性, 1.6360243999592727
1443,面临, 1.634018871870663
1451,生产总值, 1.6335035947126815
230,机构, 1.6334196695200682
1906,领导人, 1.6303466008744247
571,扶持, 1.6248124686130594
1423,试验区, 1.6246067269591742
409,家庭, 1.6105586506605318
10,抓好, 1.6045406888328118
742,释放, 1.6001960574398693
1410,稳步, 1.5951882815425003
1037,稳妥, 1.5900750371147847
1868,面对, 1.5874483718736014
209,重, 1.586464285916073
1028,减少, 1.5822298095840468
638,力量, 1.5757944168748619
78,货币政策, 1.568141858974884
890,提供, 1.5677400734057447
1053,办法, 1.5620954185408378
1915,双, 1.557248975221162
1533,构建, 1.5409512130964167
1539,同志, 1.5344168772930002
1452,时间, 1.5337638324707448
1151,新增, 1.5290229919977718
158,便利, 1.527516505591934
514,必须, 1.5246180136530865
928,职业, 1.5224066506110718
1879,健康, 1.5173161365668917
120,互利, 1.5163450086380403
1918,人员, 1.5150618468677548
1205,税率, 1.5144513795352714
372,利用, 1.5144151586064813
1341,降费, 1.514369098430401
982,基础设施, 1.510501706430746
44,处置, 1.5093933975998746
163,运行, 1.5035138997324187
115,仍然, 1.503356511950647
490,制定, 1.5015055063961107
612,壮大, 1.4959866992840753
15,能力, 1.4911848071716074
143,平稳, 1.4890127418837737
910,准入, 1.4868872457670976
1247,文化, 1.4861753536466042
1742,风, 1.4841895734959154
191,区间, 1.4642420513572114
955,总量, 1.4588092458200168
1519,科研, 1.4544145293803825
1803,干, 1.453704605510259
1730,学校, 1.453396086864669
1387,总体, 1.452572485705149
925,法律, 1.452231378438022
1251,着力, 1.4481903423446423
1357,突出, 1.4450359476700494
32,实行, 1.444695949961393
592,农民工, 1.4364892417856017
