要, 14.535207325220643
新, 12.151641041858516
推进, 11.354445264977835
加强, 11.178633885663011
企业, 10.331991143352827
是, 9.522468733063224
经济, 8.450559294168306
创新, 7.709922545560168
全面, 7.1273165753227
政府, 6.991433694611584
加快, 6.560833885789194
完善, 6.4799666777784495
促进, 6.316347148662507
坚持, 5.906778407101286
推动, 5.850126046419338
支持, 5.785297081437784
基本, 5.289890614246516
让, 5.223543106153463
政策, 5.204595137719182
更, 5.042763503283308
不, 5.007467016424204
问题, 5.00679709836068
好, 4.788349100064886
实施, 4.766958703992896
提高, 4.66090195433514
加大, 4.658194943818586
增长, 4.541678875845629
保持, 4.4995806900899415
机制, 4.369773210040992
健全, 4.299928435862615
社会, 4.267786972805774
保障, 4.2408957854392115
国家, 4.163963228590537
增强, 4.162708837560166
提升, 4.148940032256654
防治, 4.030976337501511
治理, 3.954118365528793
人民, 3.906911368918894
群众, 3.881413230161928
国际, 3.850778722155502
取得, 3.8156966914819237
重大, 3.806149704076341
市场, 3.776512497859108
继续, 3.7451016671478077
做好, 3.5565488693579153
扩大, 3.452351576621453
降低, 3.413248973300123
将, 3.3255892544461436
力度, 3.2799154790336673
制度, 3.196129992513193
有, 3.177444437288582
地方, 3.1192720522353485
依法, 3.09332459796296
就业, 3.0270964737944803
风险, 2.9965146067717776
解决, 2.9474411722593046
稳定, 2.941075183574682
落实, 2.8854442530853324
结构, 2.8622140623170664
精神, 2.8591267045660302
实现, 2.8431954660915166
全国, 2.826262755468179
重点, 2.801113324506887
审批, 2.7528974382357063
农村, 2.7279317813462467
大幅, 2.6910392949962088
开展, 2.6897909635496977
人, 2.6786183031894435
不断, 2.674697841918135
方式, 2.6746512653184875
增加, 2.665441266346904
科技, 2.663279094517543
环境, 2.6518802611910512
互联网, 2.6157040649928742
贫困地区, 2.6144352190857942
增速, 2.5944518879152327
成果, 2.5909953577278277
稳, 2.584816451650432
大, 2.5318032741989795
减税, 2.523192162792302
应对, 2.5055837785744894
强化, 2.4899444777615125
资金, 2.462664019697968
领域, 2.403481380909573
核心, 2.3905126279170386
基础, 2.3856702031337753
使, 2.3554552641552227
大力, 2.3358890533653547
战略, 2.3212548861319457
农业, 2.280173584484989
金融, 2.2747298458912404
发挥, 2.2385643852276336
生态, 2.2228468670825268
市场化, 2.207513641736059
收费, 2.2011005402500023
体系, 2.1913208698183886
执法, 2.184902817525669
深入, 2.1808774186257405
也, 2.1498815504252327
再, 2.1490934732610976
作用, 2.1475897165799176
中央, 2.143809456320393
维护, 2.137852963236368
一定, 2.1014328656345374
更好, 2.086478736472083
比例, 2.0821533332488427
坚定, 2.0520522613539645
实际, 2.0495404933238364
举措, 2.0252130517972837
制造业, 2.020218195579563
应, 2.013485108614178
人才, 2.010094742227163
人口, 1.9896596619869635
社会主义, 1.977676509194362
任务, 1.9728847012933932
确保, 1.9698331161847769
水平, 1.9595029217629798
专项, 1.957839587852471
乡村, 1.956978776890959
市场主体, 1.9462184977383719
技术, 1.9438271426837437
行业, 1.9395790232480024
基层, 1.933585148174343
下降, 1.9112290689279745
事项, 1.8973008278249526
事业, 1.8952692267890998
保护, 1.8855213677796345
代表, 1.8744683693620798
医疗, 1.8710044917914432
标准, 1.8635861714287043
主体, 1.8584632038288458
试点, 1.8566426934534417
规范, 1.8487953991572708
更加, 1.8381013964743942
脱贫, 1.828044409108331
重要, 1.8276046878762453
改造, 1.8211970715360062
经济运行, 1.8113437263316818
特色, 1.7930940036750496
关系, 1.792253966104727
出台, 1.7717350624153818
不能, 1.7703136728662523
整治, 1.7621109307551746
目标, 1.7592524652236752
办好, 1.7576973847744144
活力, 1.7547203470678134
又, 1.7148050119927465
能, 1.7087334154606943
推广, 1.705999223807677
化解, 1.6657321438582389
绿色, 1.6524562567976835
打造, 1.6497616153056458
到, 1.6479941408899368
时代, 1.6319989534441173
结构性, 1.6286060870115855
机构, 1.626878062381711
领导人, 1.6260306044356043
扶持, 1.6171275143661346
扎实, 1.6141809544083223
家庭, 1.6085754789450157
行政, 1.6065700348509901
抓好, 1.6043441917354908
